186723,None,Active,PO BOX 12 LANGLOIS OR 97450,(541) 348-2571,Commercial General Contractor Level 2Residential General Contractor,"Family MemberHILDEBRAND, MARY ELLEN

Family MemberHILDEBRAND, RICHARD CULVER

Family MemberKALINA, DEBORAH ELLEN

Family MemberKALINA, JAMES CULVER

Family MemberKALINA, STEVEN JAMES

RMI OwnerKALINA, JAMES CULVER",5/13/2009,5/13/2025
78109,None,Active,5251 SE MCLOUGHLIN BLVD PORTLAND OR 97202-4836,(503) 232-9001,Commercial General Contractor Level 2Residential General Contractor,"Corporate OfficerFULLER, RICHARD M

Corporate OfficerLOCKE, FRANK L

RMI OwnerFULLER, RICHARD M",12/11/1991,1/19/2026
201813,None,Active,PO BOX 1795 GRANTS PASS OR 97528,(541) 295-1074,Residential Limited Contractor,"RMI OwnerBELLENBAUM, WILLIAM JAMES",1/23/2014,7/27/2024
142339,None,Active,421 E CERRITOS AVE ANAHEIM CA 92805,(714) 491-1317,Commercial General Contractor Level 1,"Corporate OfficerMOORE, ROBERT A

Corporate OfficerSILVER, BRIAN Y

RMI OwnerMOORE, ROBERT A",5/8/2000,5/8/2026
193158,None,Active,915 LITTLE VALLEY ROAD ROSEBURG OR 97471,(503) 803-6189,Residential General Contractor,"Member (Limited Liability Company)MEILLER, JOSH H

RMI OwnerMEILLER, JOSH H",2/17/2011,2/17/2025
250638,JACKS FRESH COAT,Active,1660 19TH ST FLORENCE OR 97439,(541) 841-9124,Residential General Contractor,"RMI OwnerHENDRICKS DAVIS, JACKIE DEAN",4/25/2024,4/25/2026
231472,None,Active,PO BOX 1533 MEDFORD OR 97501,(541) 951-2883,Residential General Contractor,"Member (Limited Liability Company)CONTRERAS, LURDIS

RMI OwnerCONTRERAS, LURDIS",8/28/2020,8/28/2024
217966,COOPER CONSTRUCTION,Active,PO BOX 357 CONDON OR 97823,(541) 915-5315,Residential General Contractor,"Member (Limited Liability Company)COOPER, JACOB WINN

Member (Limited Liability Company)COOPER, MAGGIE ELIZABETH

RMI OwnerCOOPER, MAGGIE ELIZABETH",12/13/2017,12/13/2025
76428,JOEY VANLEUVEN CONSTRUCTION,Active,PO BOX 87 IMBLER OR 97841,(541) 534-9400,Residential General Contractor,"RMI OwnerVANLEUVEN, JOEY SHANE",9/9/1991,9/27/2024
235254,MODERN TILES,Active,750 NW 176TH CT BEAVERTON OR 97006,(971) 506-5126,Residential General Contractor,"PartnerPETRAN, ANAMARIA

PartnerTIMIS, IOAN DARIUS

RMI OwnerPETRAN, ANAMARIA",4/16/2021,4/16/2025
243004,None,Active,2333 SE 130TH AVE APT A303 PORTLAND OR 97233,(971) 212-7521,Residential General Contractor,"Member (Limited Liability Company)ROSAS AGUILAR, VIOLETA

RMI OwnerROSAS AGUILAR, VIOLETA",10/18/2022,10/18/2024
245765,None,Active,425 NE BAKER DR GRANTS PASS OR 97526,(808) 443-6160,Residential General Contractor,"Member (Limited Liability Company)YOUNG, SHAWN MICHAEL

RMI OwnerYOUNG, SHAWN MICHAEL",5/15/2023,5/15/2025
